Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,58,,62,92,28,14,,,,220,,,,,,,,,,,,
Africa Eastern and Southern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,,,,,556990,,,,,,,,,,,,,,,,,,,861302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,,,,,,,,,,,,,290468,310894,,,,,,,,,,,,,,,477948,,,,,,,,,,214136,246024,215471,170490,,,,,,,,,,
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3469,6463,9222,,11586,12820,,,,12549,17511,16575,14461,10140,6487,,,,,,,4748,
Andorra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,10100315,,,,,,,,,,,,,,,,,,,6821828,,,,,,,,,,6373315,6878720,7353998,7008258,,,,1999230,2785734,3981236,3417648,3904269,2587681,2025529,,,,,,,4108190,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,5147,6302,6106,8399,9189,8541,8256,8957,10939,13996,18377,22678,26429,,,30240,28635,26535,25699,24898,25325,26559,26751,26027,24661,22196,,,228,,778,,,,,,,,,,,,,,,,,,,,
Iran,,,,,,,,,,,,,,,261759,309974,329222,354427,390266,437841,180772,,68660,,,,,298863,,563065,512893,,17998,65679,7306,97843,78413,130213,,50906,87749,83600,45406,,,,,,,,,
Iraq,,172138,151903,134436,120520,161554,75517,94795,102783,21341,16537,44873,,105479,,104395,97983,70320,68181,63488,,,,279715,,,339931,,,68743,95686,,,,24172,,,37653,,,,,,,,,,,,,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,404,,373,288,27,,,,,130,374,337,361,343,173,,147,209,297,242,206,202,60,,,,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,,,,,,,55165,,,12201,,,,,,23118,,,,,,,,,,,20641,11753,,,,,,,,,,,,,,,,29,10448,20839,28629,34673,43567,48425,,
Jamaica,,,,,,11078,16141,15469,,9150,9619,8536,,7123,9137,10035,9422,3296,9479,4262,4859,7745,,10959,,,,,,15027,12529,12648,14755,17152,13256,16327,,,,,,,,,,,,,,,,
Jordan,,,11515,3296,,,,,514,2894,18279,25978,27334,36876,38604,40152,,,,,,,,,,,,,,39639,37390,,30707,26757,27397,30512,39690,51615,64243,,94489,111265,132189,144211,,,152979,133448,129267,128140,139470,
Japan,,48535,72600,99980,182092,125564,71129,44807,66990,53446,,25129,88881,112109,99237,43480,,,,,,44090,61691,,32415,,,,89371,96897,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38463,,1840,,,,5364,5590,,,,,,,,,,,,,76826,
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045323,990672,772073,760466,462009,534579,551122,606656,292730,450645,364751,,,761042,,,,,,,,,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,14243,,,12940,15555,12335,12572,12931,2892,8356,4914,7158,8109,9704,7741,8299,2514,,,,,,,,,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,106325,92085,83903,17745,,,,,,41216,22540,32471,,50899,,,,33346,53870,68211,90046,94844,97232,111873,
Kiribati,,,,,,,,,,,,,,,,66,203,345,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,344,364,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,
Korea,,66660,31317,53991,67724,68042,47186,76682,71968,30828,,,,,27625,43209,49244,18058,,,,,,,,,,,,,29232,44633,48506,27445,27028,,,,,7245,,,35411,69643,60305,21098,38639,33524,12706,,,
Kuwait,,14373,15214,14099,13269,13062,13759,11836,4710,6280,10246,10544,10538,9191,8063,5339,5358,10683,13461,,,,53364,,26089,,4491,3897,,1401,6986,10571,8997,,,9424,,,,,,,,,,,6144,,,,,
Latin America & Caribbean (excluding high income),2969526,2973343,2936459,2817899,2716686,2730080,2640041,2476869,2391308,2041849,1990724,1822940,1828637,1853713,1902933,1845072,1930424,1944045,2079080,2348404,2284818,2286934,2000123,1833563,1900435,1871001,1707969,1859519,1172152,813766,715471,639689,516849,609309,711990,726875,689214,659862,538390,689943,754916,886594,933195,844250,898948,882822,885566,823513,777971,744165,800294,
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,117207,104383,94948,,97489,92025,82148,83115,81351,85013,80931,70534,69489,64223,56729,46349,37565,30401,12803,15667,15593,9081,8742,16141,19003,26278,30203,29802,29449,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93576,,,,,,,,,156616,,,,,,21442,,,82261,,,,
Libya,,12602,2689,,,,,,9981,,,2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,,,,,,,,,,,,1566,1159,,,,,,,,154,,,,,,,,,,790,666,,,389,551,325,396,,,,,,,,,56,180,204,,453,
Latin America & Caribbean,3253914,3263637,3226359,3112024,3036621,3046345,2924838,2750038,2653914,2305810,2247579,2042981,2049626,2087569,2165445,2095358,2190070,2221497,2365391,2627799,2540714,2484622,2180840,2029201,2136901,2148562,2028196,2368581,1452586,1092108,958124,853772,676015,799594,862995,888993,841503,778188,687175,820559,866085,1007921,1039251,968152,1063357,1043339,1075918,1030082,972948,930088,984502,
Least developed countries: UN classification,12818527,12859854,12459611,12079876,12471237,12299167,12180783,12069147,12080159,12255207,12263501,12479414,12862462,12982355,13749073,14307904,14722768,15372669,15336812,16009853,16822560,16895168,17471256,17996216,18137528,17680472,17913432,17494764,17966990,18625260,17886704,17154646,16028558,14812716,13956757,12876852,12068589,11713895,10555031,10753451,11319007,10912326,11003672,10725244,10977346,11603918,11754542,11900756,11855598,11892263,11930725,
Low income,,,8331491,8405071,8535402,8532255,8547901,8506282,8687955,8785522,8700323,8700400,9041781,9110111,9327927,9591080,9850616,10305690,10633494,11227639,11795115,11908991,12540812,12979002,13024648,12410063,12650559,12173912,12541204,13092422,12878054,12498255,12137375,11584621,11119886,10482241,9993518,9597821,8587444,8593582,8909783,8485432,8625029,8468409,8752341,9227150,9354907,9445055,9436428,9671260,9815689,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3934,,22976,25550,28369,35405,53184,37796,35434,33379,22275,14974,,,,,,,
Lower middle income,26436624,26637104,25947116,24933516,25215438,24826152,24466864,23158262,23142204,22906114,22184246,21602332,20869048,20536332,20723354,21391756,21777778,22697420,22462718,22236192,22716168,23074280,23405342,23205152,23019896,23826698,24585448,24996976,25377556,25133360,23425088,22848504,22557474,21674192,19359988,17791702,17075076,13846217,15502154,16399195,16087312,17030132,15662215,14944554,16135443,16776394,15984534,16022375,14909511,15258297,16193150,
Low & middle income,43834152,44623092,44075228,41861344,41638476,40974064,40672648,40538608,42251908,41731688,40670648,39534384,39287304,38979520,39012176,38576224,38111076,38375352,37480932,36780684,37702100,38031404,39477116,40411344,41549328,43409108,45521636,46293696,45064868,42802880,40561704,39110832,37788644,35899372,33234956,31105708,30637848,26240720,26738024,27900144,28037856,28765968,27492150,26591286,28058372,29045196,28517342,28674604,27496736,28271184,29482764,
Lesotho,53600,,58371,58847,53143,,55631,56969,65247,66620,67535,68603,65316,67658,68334,66574,67722,67306,67072,69865,73730,72464,73079,77966,76281,76635,77890,,89209,92805,52967,48472,42041,36133,34109,29948,25166,26404,23582,22705,18463,17741,17719,16594,15859,12787,9258,4299,,,,
Late-demographic dividend,,,,,,,,,,,,,,,,,5238782,4195153,3148651,2680806,2749772,2769778,3137268,3675445,4691591,6110596,7205358,8347285,6629668,4276874,3991182,3612796,3189325,2843257,2967788,3047556,3653601,2848243,2420373,2648474,2640698,2691841,2432212,2368124,2367252,2307354,2355089,2275626,2104706,2297863,2380315,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4178,,,,,42,,,,,,,,,,,,,,,,,,
Luxembourg,,,1517,1756,1304,1445,1494,1687,1697,,,3006,2218,2242,2404,,2376,2809,2070,,,,,,,,,,,452,658,443,400,770,673,364,276,249,412,,936,1042,700,797,524,209,,,,,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,529,461,927,1222,1341,1424,1293,1187,981,949,,
Macao SAR,,,,,,,,,,,,,,,,,,,,,1503,,2692,,,,,,,2234,2440,2989,2710,2655,2401,2327,2469,2030,2008,2216,2204,1990,1763,1558,1062,606,322,346,446,128,481,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,646969,612823,550679,502116,468797,431066,394298,398983,370431,334036,364979,404525,451007,496610,552907,558462,688495,700551,669594,627246,575172,530943,499763,541929,306232,276309,253341,231740,208321,212382,197487,169693,142777,138291,171184,111117,96170,109215,85243,99661,,81091,43383,,,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,,,161304,,,,,,,,,,,,,,,,,267580,288753,,,,,446330,411354,,,371547,364910,364088,372183,266025,,,,,,,,,,,,,,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279,,635,742,,395,,,,,,,,,,,,,,774,1217,1274,835,,
Middle East & North Africa,2775233,2859610,2670552,2634158,2613849,2532904,2374338,2320907,2282727,2390457,2280829,2370276,2362629,2385450,2296786,2379063,2392400,2372548,2425358,2549780,2263002,2296258,2627235,2702584,2588658,2754638,2605015,2621223,2749619,2661705,2478376,1944053,1650124,1548688,1398623,1489680,1550891,1342468,1204804,1043451,849567,912032,703995,906159,1036105,1042536,1081386,1066268,1052529,1108965,1123942,
Mexico,,840881,,,,,,,,,,,,,,,,,,,,,,,,,,248792,203715,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,1263,1215,,,1162,1346,
Middle income,35858808,36495608,35743736,33456276,33103074,32441812,32124746,32032324,33563952,32946168,31970324,30833984,30245524,29869406,29684246,28985144,28260460,28069662,26847436,25553044,25906984,26122412,26936304,27432340,28524680,30999044,32871076,34119784,32523664,29710458,27683650,26612576,25651268,24314752,22115072,20623468,20644332,16642898,18150578,19306560,19128072,20280536,18867120,18122876,19306030,19818046,19162436,19229550,18060308,18599924,19667076,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4838,4831,978,2145,2857,3461,2847,2906,3962,3564,5474,4356,2335,,4926,5665,4914,3214,,659,353,,,
Mali,,347795,,,,,,,,,,,,,,,,,,,,,,,,,,,,425375,,,392343,404263,439146,380465,382670,373768,,317554,321999,326859,375128,,469115,531456,524023,465237,631173,,,
Malta,,3661,3684,3967,3708,2933,1790,1020,308,197,502,747,1038,1105,1043,527,726,946,1074,1000,855,715,630,532,767,527,476,413,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,,664403,,531532,778336,,,,730836,,,,,,,,,,,,,,,,,,,,,,228845,201050,266946,225174,263954,281842,275675,423998,252921,266257,273482,,,,,,,,,,,
Middle East & North Africa (excluding high income),2491648,2563324,2366150,2320486,2291530,2204451,2032695,1972313,1927600,2013410,1886488,1956265,1934285,1941958,1844981,1914921,1919260,1891488,1930444,2039171,1733568,1735397,2055871,2135271,2031997,2225356,2103006,2137555,2293017,2227727,2054761,1534013,1266489,1188651,1064223,1177575,1272116,1117944,1018970,902070,783900,845560,680824,850922,988920,1025825,1051028,984545,951054,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,,503,328,750,762,,,,790,,,967,960,590,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,17982,15022,20383,16246,13306,10439,8733,9392,16673,7868,10600,3966,1140,,,,,302,3454,4070,2373,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,363644,,,,,,359595,,398077,415180,298606,,295408,310428,422261,,469603,,472867,500508,521121,519862,506054,,,695166,657425,615251,559699,686462,,482896,400724,341368,245410,188186,183689,160555,231020,233811,209883,198421,155357,199898,241463,134743,32478,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,94139,83805,80786,,80618,84409,84871,77306,81240,75910,61860,67476,62199,62108,73665,76526,77583,79087,86073,78288,74126,,89421,76737,69108,85497,,
Mauritius,,,17918,16954,15651,14089,13438,10664,12284,14269,14016,11794,7518,5336,3427,,1176,,,,2140,5011,,4754,3961,3360,1840,1300,,,,,,,1461,694,,,,977,,,2943,1814,,,,,,,,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87040,,,,,,,,,,,,,,
Malaysia,91467,107947,98795,,,,,,,,,,,,,,,,,,,,,,43143,,,,61421,36646,26459,35296,54332,46692,11156,8573,98846,98176,86685,93106,65132,57063,29181,,470,,,,,23604,27915,
North America,,,,,,,,,,,,,,,,1063179,848616,641556,501379,346696,207581,144204,255484,378433,504069,388677,530103,422984,317730,239419,276027,315748,354153,329922,300866,140669,178135,102653,61142,289218,319673,344330,339054,340391,299423,218899,37316,47051,67356,126297,188680,
Namibia,,,,,,,,,,,,,,,,,,,,33442,33704,,30150,,,,,,25202,24967,21680,18424,15055,14531,18590,18376,22426,18208,17981,16583,14764,,8490,,,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,,,,354851,365004,,,,,,,,,,,,407635,,,461591,480042,491686,523622,,,,,578982,596261,603375,621985,604539,582479,565477,549018,581677,593935,609562,599744,575322,541802,494477,506858,539085,569041,562414,566897,539592,,760498,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3033289,2773712,,,,2951925,3005721,3101169,2457076,3473187,3477155,3646385,,,,,,,,,,,
Nicaragua,,103409,,107586,,,,,,,103392,,114273,117255,124634,119623,126372,124135,128273,137543,130246,122661,114038,112146,109022,116738,,,,78023,66761,50671,21013,,,,13258,14451,11207,,19224,,,,,,,,,,,
Netherlands,,60832,65910,71569,77178,78463,71600,69454,65511,61081,59211,61835,73491,83960,89198,89200,53510,42482,33817,30972,32507,36312,39479,45672,4864,3602,2098,472,,,,,,,,,,,,,,,,,,,,8082,,,,
Norway,,,,,,,1207,,2631,3603,,3627,4125,,5436,6942,6436,5479,3823,2156,510,,642,2396,2689,2897,2962,32054,,,,,,395,1632,3653,3854,2220,1630,1967,2076,1274,,,100,,,,,,,
Nepal,,,,,,,,,,,,,,186978,188690,,,,144291,,,,,,,,,,,405154,326292,,,254420,250291,,,,,,,,,,,,,,,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,,,,,45,
New Zealand,,,,880,512,,,,,,,,,640,,,,,,,,1363,3636,,4876,2797,1654,,,,,,,,,,,,,,,,,3536,4028,3928,2600,,,,,
OECD members,5407134,5405881,5404684,5075194,5103438,4953702,4554979,4297063,4143196,3783488,2589497,2513920,2331692,2575633,2688910,2676618,2361099,2083143,1951760,1974716,1704470,1723729,1643259,1722612,1785522,1594318,1617623,1643150,968281,677973,683292,698341,814409,856321,921232,549684,556924,467371,407091,760205,778717,875803,1007774,1038261,998259,783219,654741,642309,645895,676341,752688,
Oman,,,,52088,49433,44556,46630,,42787,42348,,42101,42380,43876,40316,43011,42454,40606,44516,45335,46540,48343,48173,46050,46557,44269,37960,38275,35162,31093,28953,27303,25815,26740,,,,,,,,2862,,,,,,,,,,
Other small states,278006,290709,288744,285096,275790,264631,257968,255612,266052,273191,271181,262413,250730,253334,253756,249367,260307,268724,280470,298015,325254,333718,350188,355143,345886,351351,350804,353742,348060,349370,312426,299371,288435,284176,282534,279587,264467,262494,264206,260502,247022,233101,235394,239946,241157,236741,237860,231513,233048,232384,233764,
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,33949,24107,21124,18548,,16473,17800,,14966,17931,19517,22130,24063,26057,26462,25849,25298,24596,26624,24560,24250,,,,,,,,,11032,8745,5486,993,,,1332,36,,2138,7464,5463,8123,9475,13256,18866,22301,,29277,,,24260,
Peru,240895,,,,,,,,,,,146259,,,,,,,,,,,,175221,,273671,,,60889,36934,23465,,,45531,,,,,,27286,,17942,,,,,,,,,,
Philippines,,,,,,,,,,,,250059,315377,382245,279829,,271599,228712,205004,139670,27856,,,,,,,,381257,663227,,621548,628038,647405,701351,702377,813757,808541,750146,595173,,,,,225734,215431,232494,209179,236931,185103,222503,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,139914,,,,,,,,,,,,,,,,,,,,,,,,,,,27156,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49263,51264,55628,69626,83287,92575,98289,92286,86388,74744,64396,56490,55922,45139,38601,39525,,,31164,29916,16187,,
Pre-demographic dividend,,,,11680081,11585216,11519104,11469520,11191019,10805500,10325575,10258219,10262413,10465204,10620318,11024956,11639551,12459118,13280822,13999545,14739074,15264350,15443851,16022872,16287792,16602109,16448933,17567386,16834660,17164656,17488432,16980488,16330873,15408346,14256464,13727176,13530320,13153455,11998767,12360254,12453575,13000211,12847343,13339819,13834715,14128770,14818027,14966664,15256639,14901909,15854427,16233505,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20134,24937,22992,22546,,,,,,,,
Korea- Dem. People's Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18324,,,,,,,,,,,,
Portugal,,,,56688,55761,,34306,28540,16323,,19488,17411,,,,,,,,,,5855,,,514,,,,,,,,,,,,,,,,,,,,708,2972,4545,184,,,,
Paraguay,42002,,69461,,,49432,47058,45586,41959,39199,33980,29515,,28994,31313,32931,37107,36554,32876,28900,23533,18131,53024,14962,35988,,26636,,,11476,6306,6849,13747,15680,18210,17133,23486,31204,37526,43177,41942,42576,44247,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17953,16873,22453,23711,26744,28383,32499,34299,36048,30244,25518,20453,18844,11291,12540,9160,11070,10641,6126,6982,9036,12186,
Pacific island small states,,,,,,,,,,,,,,,,,,,,,,16001,14891,12048,10910,11087,15795,12375,14037,16101,15636,12741,11386,10890,10460,9952,9326,9590,8047,6834,4562,3397,3870,2709,3625,4790,4008,3936,6190,8516,9112,
Post-demographic dividend,4242508,4227482,4309467,4076692,4147536,3917340,3544604,3388998,3255798,3174784,2029597,2106663,1912297,2161700,2292074,2212453,1842176,1523649,1284350,1112767,975813,895499,1097227,1188218,1229575,1070457,1166250,1041616,752298,698808,720114,695103,770639,815516,790342,499739,544522,465600,391300,639388,627087,645713,687020,688565,697954,557007,379712,428652,456990,522904,581133,
French Polynesia,,,,,,,,,,,,,,654,701,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,978,1062,1095,1194,,1318,873,436,183,,430,,552,830,1554,1927,2143,2658,2914,3371,4976,5948,6755,5537,,,,,,1627,,,,,,3237,,,,,,,4553,4406,2520,1644,1359,1676,2691,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,172076,116627,84245,76889,77710,51001,66618,61696,52300,32228,11502,,748,10160,9950,9640,8470,8610,10955,15087,,,41252,52735,64130,69125,68977,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,117844,255375,,,,,,,,,,,222621,190491,68613,38306,,,,,90743,54539,30623,,,,,
Rwanda,,,,131427,140972,154887,,152505,150450,,,,,,,,,,,,,,,,,,,,,84033,,,135410,105568,,,,,,,,,,,,,12606,24620,42956,62064,,
South Asia,14300000,14300000,13800000,12800000,13100000,12900000,12900000,12400000,13300000,13600000,13500000,13300000,13400000,13000000,13100000,13200000,12800000,13600000,12800000,12200000,12300000,12700000,12900000,12600000,12400000,12600000,12700000,13000000,13600000,13500000,12700000,13200000,13200000,12500000,10200000,8673035,8186728,6656837,7670601,8924385,8449894,9452175,8201132,7071372,8082457,8679306,8058007,8147556,7233310,7050627,7665335,
Saudi Arabia,,,,,,,,,,308351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116076,42318,45125,,,,,17679,,,,93620,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098568,1364674,1372295,1414961,1411004,1385360,1216359,1002854,,,
Senegal,,,,,,,,,270191,267075,270500,271293,270791,269589,275612,282381,249924,,267858,,306381,,335182,,,,336908,312019,301576,314154,302398,,,269231,314380,314986,299027,286953,291210,299801,300469,302847,285500,305877,309549,325841,,,,407132,408979,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9025,7402,7336,,,,,,,,,,,2369,4776,,
Sierra Leone,,,,,,,,,,,,,,157879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131,,,10200,,,,,,
El Salvador,105267,,,,,,,,,,,,,,,,,,,,,,,,,,,,92110,,32168,29556,22406,19718,,,,,,,,,,,26255,,,,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,
Somalia,,,,,,,234247,272814,324228,363718,394541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,1482,1912,4472,7338,4024,5665,5625,2140,1253,1227,1502,2190,2406,3925,
Sub-Saharan Africa (excluding high income),,,,,,14476770,14604834,14417794,14255224,13854296,13570638,13337049,13348716,13608613,14241210,15035796,16048932,16990956,17868724,18046840,18857696,19029158,19657976,20021790,20361704,20125824,20994596,20192624,20390574,20647696,19747860,19014000,18362912,17428392,16867410,15947209,15325862,13675350,13592706,13764962,14448762,13906358,14369087,14291913,14712570,15260949,15393403,15768356,15627014,16457775,16925236,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392853,,,,508255,,,,,,
Sub-Saharan Africa,,,,,,14477372,14605601,14418587,14256014,13855200,13571706,13337991,13349559,13609436,14242064,15036531,16049572,16991728,17869596,18047696,18858468,19029816,19658620,20022370,20362204,20126304,20995040,20192894,20390604,20647812,19747944,19014438,18362954,17428412,16867432,15947231,15325931,13675396,13592744,13764988,14448762,13906358,14369087,14291937,14712602,15260978,15393462,15768452,15627118,16457861,16925288,
Small states,324397,335245,329083,326428,312710,312303,310535,298550,310122,319197,324757,314195,297140,300036,301354,298098,308741,306298,320655,332414,367450,381219,397361,401112,389961,394127,398101,397777,390859,392927,352844,339474,334165,330113,320455,320782,306354,307232,304543,299986,281945,265949,267669,270750,273125,268045,267561,262813,265934,267063,269258,
Sao Tome and Principe,,,,,,,,,,,,,,303,311,,,,721,,314,,,,,,,,,2272,,,284,239,108,100,,1463,1329,1503,1536,,,1954,1870,1793,,1063,,,,
Suriname,,,,,,,,1739,1023,,,,,,,,,,,,,,,,,,,,,,,,,,,5766,5268,5801,4172,3399,3892,4562,4337,4432,4779,4006,3653,5019,4961,4470,4301,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5208,9517,10511,11219,8836,5652,2848,2860,4112,5122,5738,4476,4113,5502,6676,7256,6493,5387,3853,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,3853,2837,2300,1225,1631,2523,1570,1288,841,362,,,416,347,399,359,327,,574,687,,,,,,,
Sweden,,,,,,,,,,,,,13677,,,,,5398,4829,3630,1520,1142,,,,,,,,,,,,1256,9393,14607,15232,10568,2888,,,,,,,,,,,,,
Eswatini,17949,18639,18339,17520,17911,17544,17698,17831,18834,19557,,19026,20317,22706,23302,23382,24608,25141,25985,27799,26855,27043,26082,26561,25210,22266,22632,,,,,,,,,,,,,16846,11133,3786,9613,14249,13891,15323,15389,17918,16087,15101,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,904,,,,,,,,,,,,,,580,501,480,444,,,,,438,43,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,,52165,,7638,,,,,6986,17302,26943,38026,49773,55175,47957,43399,35774,8463,12011,11811,14545,,,,,,105,13014,3117,,,,,,,,,,,,,,,259499,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,,142,104,22,222,451,410,372,,,,,,,,,,,,,,,,
Chad,,,,,,202544,,209927,,,,,,,,,,,251994,,,,,,,,,291649,266130,269593,274000,279609,260755,262371,,,,,,,,318921,,130523,,132382,221475,300374,227216,240215,,
East Asia & Pacific (IDA & IBRD countries),,,,,,,,,,,,,,,,,4628763,3287629,2190620,1514722,1873492,1812217,2373876,3180688,4216073,5826715,7249837,8377449,6921712,5040379,4666183,4184859,4119201,3902084,4142318,4121577,4670737,3655463,3546967,3186144,3215733,3290060,2897739,3164555,2932529,2761956,2677495,2503815,2433918,2556471,2531923,
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,657954,713883,901418,807164,780659,684857,601798,675757,562402,422051,353981,340606,539775,567760,544425,430508,487174,419707,408875,412496,356162,408469,388087,395613,379991,397951,403468,487702,
Togo,,50147,52625,,,,,,27028,27172,28745,,39078,52076,72665,81780,99962,70358,73482,75686,76322,70757,,,92315,59658,27868,38869,,,,509,,1241,,1386,,17247,15525,,,,,,26541,16818,30316,27382,17695,14408,,
Thailand,,,,765656,793913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8371,20849,38089,41476,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4113,3654,3584,,,,,,,,,,,,3323,4830,4717,,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),3221287,3228405,3183263,3078696,3010808,3037785,2924234,2749290,2653402,2298065,2224431,1985080,1967842,2006605,2071908,1998301,2101307,2146244,2293335,2557176,2466183,2406774,2111932,1964862,2084728,2095469,1988438,2336259,1420156,1063815,930355,825301,646888,765222,828338,849422,796178,740874,649819,789893,840274,974380,1003711,933921,1017441,995488,1030932,990701,942935,906168,962993,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12849,7516,8271,5643,7642,7137,7487,6488,6357,4177,5089,6275,,
